Currency,Date,Closing Price (USD),24h Open (USD),24h High (USD),24h Low (USD)
BTC,10/04/2021,58171.90902,58094.74413,58880.82161,57717.85978
BTC,11/04/2021,59295.95004,58149.65059,61065.22262,57924.07526
BTC,12/04/2021,59822.90168,59765.10382,60588.47197,59229.86011
BTC,13/04/2021,59853.19724,59998.15991,61219.71861,59428.21475
BTC,14/04/2021,63223.88439,59841.56137,63707.34236,59799.44058
BTC,15/04/2021,62926.55718,63562.67354,64801.78787,61400.28397
BTC,16/04/2021,63346.78904,62987.27018,63850.25073,62094.63291
BTC,17/04/2021,61965.7826,63225.09392,63520.32537,60033.53467
BTC,18/04/2021,60574.44473,61444.2325,62534.0285,59802.88927
BTC,19/04/2021,56850.83017,60191.52541,60531.98885,52148.98354
BTC,20/04/2021,56224.10159,56335.38914,57609.36812,54449.24533
BTC,21/04/2021,56608.76975,55723.22726,57121.9439,53442.85166
BTC,22/04/2021,54144.42748,56508.15124,56809.14639,53913.85052
BTC,23/04/2021,51965.05956,53830.82386,55471.07637,50500.73186
BTC,24/04/2021,50669.14438,51714.07397,52111.18507,47467.91203
BTC,25/04/2021,50733.7695,51217.17233,51253.44295,48932.15881
BTC,26/04/2021,48542.9522,50177.2374,50668.65902,47105.59307
BTC,27/04/2021,53558.70784,49139.23095,54398.59279,48854.58137
BTC,28/04/2021,55123.86198,54059.47407,55398.07415,53351.1154
BTC,29/04/2021,54591.51533,55086.93871,56458.63581,53915.35483
BTC,30/04/2021,53260.29534,54893.87167,55224.90796,52403.74361
BTC,1/05/2021,57302.64642,53598.8795,57434.93313,53097.76279
BTC,2/05/2021,57677.97522,57741.02091,58511.25605,57062.70007
BTC,3/05/2021,56427.04313,57824.30019,57925.74157,56123.03951
BTC,4/05/2021,57255.30684,56639.43979,59001.35964,56508.24045
BTC,5/05/2021,53658.84312,57218.80533,57246.89119,53613.59522
BTC,6/05/2021,57252.70218,53270.22912,57977.61342,52987.15866
BTC,7/05/2021,56583.84988,57459.05218,58368.68209,55330.72786
BTC,8/05/2021,57107.12067,56439.1334,58724.11078,55320.95812
BTC,9/05/2021,58788.20968,57419.14789,59575.46311,57028.49805
BTC,10/05/2021,58102.19143,58966.91501,59249.14168,56494.91533
BTC,11/05/2021,55715.54665,58308.31805,59560.02546,53774.62824
BTC,12/05/2021,56573.55547,55899.75297,56956.07503,54571.69321
BTC,13/05/2021,52147.82119,56767.71106,58036.50978,51625.54785
BTC,14/05/2021,49764.13208,49596.77889,51448.79858,46294.72018
BTC,15/05/2021,50032.69314,49717.35435,51578.31254,48944.34654
BTC,16/05/2021,47885.62525,49926.03507,50690.80295,47005.10229
BTC,17/05/2021,45604.61575,46805.53785,49670.41417,43868.63897
BTC,18/05/2021,43144.47129,46439.33657,46622.85344,42102.34643
BTC,19/05/2021,43196.04648,43559.59756,45850.23167,42469.97557
BTC,20/05/2021,39439.23764,42920.74886,43604.56959,30201.95732
BTC,21/05/2021,39756.08985,36795.42298,42589.86396,35670.94838
BTC,22/05/2021,36921.76781,40685.32514,42278.00518,33594.9589
BTC,23/05/2021,37490.94189,37359.78201,38889.85969,35304.2276
BTC,24/05/2021,34259.54842,37521.89077,38267.29928,31179.69036
BTC,25/05/2021,38085.78936,34737.62802,39966.87647,34485.43104
BTC,26/05/2021,38290.44853,38888.31953,39855.11634,36498.63953
BTC,27/05/2021,38915.00483,38381.73602,40894.43677,37857.49979
BTC,28/05/2021,38717.76922,39307.54389,40430.21373,37233.69324
BTC,29/05/2021,34898.00872,38562.13832,38899.1654,34741.95807
BTC,30/05/2021,34535.52247,35698.95278,37320.48202,33701.80064
BTC,31/05/2021,35749.65569,34658.19244,36522.21153,33488.46475
BTC,1/06/2021,36929.47674,35678.44389,37485.69849,34221.84833
BTC,2/06/2021,36419.7495,37271.39122,37818.47819,35715.745
BTC,3/06/2021,37422.57146,36686.46947,38214.79246,35936.28283
